char,dialog,movie,corpus_dialog
PIPPIN,dont want battle waiting edge one cant escape even worse hope gandalf frodo sam,THE RETURN OF THE KING,"Counter({'dont': 1, 'want': 1, 'battle': 1, 'waiting': 1, 'edge': 1, 'one': 1, 'cant': 1, 'escape': 1, 'even': 1, 'worse': 1, 'hope': 1, 'gandalf': 1, 'frodo': 1, 'sam': 1})"
GANDALF,never much hope fools hope enemy ready full strengths gathered orcs men well legions haradrim south mercenaries coast answer mordors call,THE RETURN OF THE KING,"Counter({'hope': 2, 'never': 1, 'much': 1, 'fools': 1, 'enemy': 1, 'ready': 1, 'full': 1, 'strengths': 1, 'gathered': 1, 'orcs': 1, 'men': 1, 'well': 1, 'legions': 1, 'haradrim': 1, 'south': 1, 'mercenaries': 1, 'coast': 1, 'answer': 1, 'mordors': 1, 'call': 1})"
ARAGORN,great watch tower amon,THE FELLOWSHIP OF THE RING,"Counter({'great': 1, 'watch': 1, 'tower': 1, 'amon': 1})"
ARAGORN,keep close im going look round stay,THE FELLOWSHIP OF THE RING,"Counter({'keep': 1, 'close': 1, 'im': 1, 'going': 1, 'look': 1, 'round': 1, 'stay': 1})"
MERRY,tomatos burst,THE FELLOWSHIP OF THE RING,"Counter({'tomatos': 1, 'burst': 1})"
MERRY,ok want tomato sam,THE FELLOWSHIP OF THE RING,"Counter({'ok': 1, 'want': 1, 'tomato': 1, 'sam': 1})"
MERRY,tomatoes sausages nice crispy bacon,THE FELLOWSHIP OF THE RING,"Counter({'tomatoes': 1, 'sausages': 1, 'nice': 1, 'crispy': 1, 'bacon': 1})"
SAM,saved mr frodo,THE FELLOWSHIP OF THE RING,"Counter({'saved': 1, 'mr': 1, 'frodo': 1})"
SAM,look frodo mr bilbos trolls,THE FELLOWSHIP OF THE RING,"Counter({'look': 1, 'frodo': 1, 'mr': 1, 'bilbos': 1, 'trolls': 1})"
SAM,hes going cold,THE FELLOWSHIP OF THE RING,"Counter({'hes': 1, 'going': 1, 'cold': 1})"
PIPPIN,going die,THE FELLOWSHIP OF THE RING,"Counter({'going': 1, 'die': 1})"
ARAGORN,hes passing shadow world hell soon become wraith like,THE FELLOWSHIP OF THE RING,"Counter({'hes': 1, 'passing': 1, 'shadow': 1, 'world': 1, 'hell': 1, 'soon': 1, 'become': 1, 'wraith': 1, 'like': 1})"
MERRY,theyre close,THE FELLOWSHIP OF THE RING,"Counter({'theyre': 1, 'close': 1})"
ARAGORN,sam know athelas plant,THE FELLOWSHIP OF THE RING,"Counter({'sam': 1, 'know': 1, 'athelas': 1, 'plant': 1})"
ARAGORN,haldir,THE FELLOWSHIP OF THE RING,Counter({'haldir': 1})
GIMLI,much legendary courtesy elves speak words also understand,THE FELLOWSHIP OF THE RING,"Counter({'much': 1, 'legendary': 1, 'courtesy': 1, 'elves': 1, 'speak': 1, 'words': 1, 'also': 1, 'understand': 1})"
ARAGORN,courteous,THE FELLOWSHIP OF THE RING,Counter({'courteous': 1})
ARAGORN,boe ammen veriad ln andelu ven,THE FELLOWSHIP OF THE RING,"Counter({'boe': 1, 'ammen': 1, 'veriad': 1, 'ln': 1, 'andelu': 1, 'ven': 1})"
ARAGORN,merin le telim,THE FELLOWSHIP OF THE RING,"Counter({'merin': 1, 'le': 1, 'telim': 1})"
ARAGORN,andelu ven,THE FELLOWSHIP OF THE RING,"Counter({'andelu': 1, 'ven': 1})"
GANDALF,frodo come help old man hows shoulder,THE FELLOWSHIP OF THE RING,"Counter({'frodo': 1, 'come': 1, 'help': 1, 'old': 1, 'man': 1, 'hows': 1, 'shoulder': 1})"
SAM,rain clouds might,THE TWO TOWERS,"Counter({'rain': 1, 'clouds': 1, 'might': 1})"
SAM,looks strangely familiar,THE TWO TOWERS,"Counter({'looks': 1, 'strangely': 1, 'familiar': 1})"
FRODO,weve beforewere going circles,THE TWO TOWERS,"Counter({'weve': 1, 'beforewere': 1, 'going': 1, 'circles': 1})"
SAM,horrid stinki warrant theres nasty bog nearby smell,THE TWO TOWERS,"Counter({'horrid': 1, 'stinki': 1, 'warrant': 1, 'theres': 1, 'nasty': 1, 'bog': 1, 'nearby': 1, 'smell': 1})"
FRODO,yesi smell itwere alone,THE TWO TOWERS,"Counter({'yesi': 1, 'smell': 1, 'itwere': 1, 'alone': 1})"
GOLLUM,thieves thievesthe filthy little thieveswhere itwhere itthey stole usmy preciouscurse hates themits wants,THE TWO TOWERS,"Counter({'thieves': 1, 'thievesthe': 1, 'filthy': 1, 'little': 1, 'thieveswhere': 1, 'itwhere': 1, 'itthey': 1, 'stole': 1, 'usmy': 1, 'preciouscurse': 1, 'hates': 1, 'themits': 1, 'wants': 1})"
FRODO,stingyouve seen beforehavent gollumrelease ill cut throat,THE TWO TOWERS,"Counter({'stingyouve': 1, 'seen': 1, 'beforehavent': 1, 'gollumrelease': 1, 'ill': 1, 'cut': 1, 'throat': 1})"
GOLLUM,yessssss,THE TWO TOWERS,Counter({'yessssss': 1})
GOLLUM,burnsit burns usit freezesnasty elves twisted,THE TWO TOWERS,"Counter({'burnsit': 1, 'burns': 1, 'usit': 1, 'freezesnasty': 1, 'elves': 1, 'twisted': 1})"
GOLLUM,take us,THE TWO TOWERS,"Counter({'take': 1, 'us': 1})"
SAM,quiet youits hopeless every orc mordorsgoing hear racket lets tie leave,THE TWO TOWERS,"Counter({'quiet': 1, 'youits': 1, 'hopeless': 1, 'every': 1, 'orc': 1, 'mordorsgoing': 1, 'hear': 1, 'racket': 1, 'lets': 1, 'tie': 1, 'leave': 1})"
GOLLUM,nothat would kill us kill us,THE TWO TOWERS,"Counter({'kill': 2, 'us': 2, 'nothat': 1, 'would': 1})"
SAM,deserve,THE TWO TOWERS,Counter({'deserve': 1})
FRODO,maybe deserve diebut see pity,THE TWO TOWERS,"Counter({'maybe': 1, 'deserve': 1, 'diebut': 1, 'see': 1, 'pity': 1})"
GOLLUM,nice themif nice ustake uswe swears wantswe swears,THE TWO TOWERS,"Counter({'nice': 2, 'swears': 2, 'themif': 1, 'ustake': 1, 'uswe': 1, 'wantswe': 1})"
SAM,mr frodo frodo frodo thought id lost,THE FELLOWSHIP OF THE RING,"Counter({'frodo': 3, 'mr': 1, 'thought': 1, 'id': 1, 'lost': 1})"
FRODO,talking,THE FELLOWSHIP OF THE RING,Counter({'talking': 1})
SAM,something gandalf said,THE FELLOWSHIP OF THE RING,"Counter({'something': 1, 'gandalf': 1, 'said': 1})"
GANDALF,fellowship awaits ringbearer,THE FELLOWSHIP OF THE RING,"Counter({'fellowship': 1, 'awaits': 1, 'ringbearer': 1})"
FRODO,mordor gandalf left right,THE FELLOWSHIP OF THE RING,"Counter({'mordor': 1, 'gandalf': 1, 'left': 1, 'right': 1})"
GANDALF,must hold course west misty mountains forty days luck holds gap rohan still open us road turns east mordor,THE FELLOWSHIP OF THE RING,"Counter({'must': 1, 'hold': 1, 'course': 1, 'west': 1, 'misty': 1, 'mountains': 1, 'forty': 1, 'days': 1, 'luck': 1, 'holds': 1, 'gap': 1, 'rohan': 1, 'still': 1, 'open': 1, 'us': 1, 'road': 1, 'turns': 1, 'east': 1, 'mordor': 1})"
ARAGORN,move feet,THE FELLOWSHIP OF THE RING,"Counter({'move': 1, 'feet': 1})"
MERRY,look good pippin,THE FELLOWSHIP OF THE RING,"Counter({'look': 1, 'good': 1, 'pippin': 1})"
PIPPIN,thanks,THE FELLOWSHIP OF THE RING,Counter({'thanks': 1})
GIMLI,anyone ask opinion note theyre id say taking long way round gandalf could pass mines moria cousin balin would give us royal welcome,THE FELLOWSHIP OF THE RING,"Counter({'anyone': 1, 'ask': 1, 'opinion': 1, 'note': 1, 'theyre': 1, 'id': 1, 'say': 1, 'taking': 1, 'long': 1, 'way': 1, 'round': 1, 'gandalf': 1, 'could': 1, 'pass': 1, 'mines': 1, 'moria': 1, 'cousin': 1, 'balin': 1, 'would': 1, 'give': 1, 'us': 1, 'royal': 1, 'welcome': 1})"
GANDALF,gimli would take road moria unless choice,THE FELLOWSHIP OF THE RING,"Counter({'gimli': 1, 'would': 1, 'take': 1, 'road': 1, 'moria': 1, 'unless': 1, 'choice': 1})"
PIPPIN,shire hold hold merry,THE FELLOWSHIP OF THE RING,"Counter({'hold': 2, 'shire': 1, 'merry': 1})"
ARAGORN,gentlemen thats enough,THE FELLOWSHIP OF THE RING,"Counter({'gentlemen': 1, 'thats': 1, 'enough': 1})"
ARAGORN,blood flows veins weakness,THE FELLOWSHIP OF THE RING,"Counter({'blood': 1, 'flows': 1, 'veins': 1, 'weakness': 1})"
ARAGORN,nauthannem ned ol reniannen,THE FELLOWSHIP OF THE RING,"Counter({'nauthannem': 1, 'ned': 1, 'ol': 1, 'reniannen': 1})"
ARAGORN,said would bind foresaking immortal life people,THE FELLOWSHIP OF THE RING,"Counter({'said': 1, 'would': 1, 'bind': 1, 'foresaking': 1, 'immortal': 1, 'life': 1, 'people': 1})"
ARAGORN,cannot give,THE FELLOWSHIP OF THE RING,"Counter({'cannot': 1, 'give': 1})"
ARAGORN,spieswe track party urukhaiwestward across plainthey taken two friendscaptive,THE TWO TOWERS,"Counter({'spieswe': 1, 'track': 1, 'party': 1, 'urukhaiwestward': 1, 'across': 1, 'plainthey': 1, 'taken': 1, 'two': 1, 'friendscaptive': 1})"
GIMLI,two hobbitsdid see two hobbits,THE TWO TOWERS,"Counter({'two': 2, 'hobbitsdid': 1, 'see': 1, 'hobbits': 1})"
ARAGORN,would smallonly children eyes,THE TWO TOWERS,"Counter({'would': 1, 'smallonly': 1, 'children': 1, 'eyes': 1})"
GIMLI,one wee belts,THE TWO TOWERS,"Counter({'one': 1, 'wee': 1, 'belts': 1})"
ARAGORN,aaaaagh,THE TWO TOWERS,Counter({'aaaaagh': 1})
GIMLI,youll find cheer graveyard,THE TWO TOWERS,"Counter({'youll': 1, 'find': 1, 'cheer': 1, 'graveyard': 1})"
GANDALF,hmmm would part old man walking stick,THE TWO TOWERS,"Counter({'hmmm': 1, 'would': 1, 'part': 1, 'old': 1, 'man': 1, 'walking': 1, 'stick': 1})"
GANDALF,courtesy hall somewhat lessened latetheoden king,THE TWO TOWERS,"Counter({'courtesy': 1, 'hall': 1, 'somewhat': 1, 'lessened': 1, 'latetheoden': 1, 'king': 1})"
THEODEN,welcome yougandalf stormcrow,THE TWO TOWERS,"Counter({'welcome': 1, 'yougandalf': 1, 'stormcrow': 1})"
GANDALF,silent keep forked tongue behind teeth passed fire deathto bandy crooked words witless worm,THE TWO TOWERS,"Counter({'silent': 1, 'keep': 1, 'forked': 1, 'tongue': 1, 'behind': 1, 'teeth': 1, 'passed': 1, 'fire': 1, 'deathto': 1, 'bandy': 1, 'crooked': 1, 'words': 1, 'witless': 1, 'worm': 1})"
THEODEN,grimagrima grima,THE TWO TOWERS,"Counter({'grimagrima': 1, 'grima': 1})"
GOLLUM,deadno cannot kill,THE TWO TOWERS,"Counter({'deadno': 1, 'cannot': 1, 'kill': 1})"
GOLLUM,wraithswraiths wingsthey calling itthey calling precious,THE TWO TOWERS,"Counter({'calling': 2, 'wraithswraiths': 1, 'wingsthey': 1, 'itthey': 1, 'precious': 1})"
SAM,mr frodo rightim,THE TWO TOWERS,"Counter({'mr': 1, 'frodo': 1, 'rightim': 1})"
GOLLUM,hurry hobbitsthe black gate close,THE TWO TOWERS,"Counter({'hurry': 1, 'hobbitsthe': 1, 'black': 1, 'gate': 1, 'close': 1})"
GIMLI,orc blood,THE TWO TOWERS,"Counter({'orc': 1, 'blood': 1})"
ARAGORN,strange tracks,THE TWO TOWERS,"Counter({'strange': 1, 'tracks': 1})"
GIMLI,air close,THE TWO TOWERS,"Counter({'air': 1, 'close': 1})"
ARAGORN,gimlilower axe,THE TWO TOWERS,"Counter({'gimlilower': 1, 'axe': 1})"
GIMLI,talking treeswhat trees talk aboutexcept consistencyof squirrel droppings,THE TWO TOWERS,"Counter({'talking': 1, 'treeswhat': 1, 'trees': 1, 'talk': 1, 'aboutexcept': 1, 'consistencyof': 1, 'squirrel': 1, 'droppings': 1})"
GANDALF,end gondor know hammer stroke fall hardest river taken garrison osgiliath falls last defence city gone,THE RETURN OF THE KING,"Counter({'end': 1, 'gondor': 1, 'know': 1, 'hammer': 1, 'stroke': 1, 'fall': 1, 'hardest': 1, 'river': 1, 'taken': 1, 'garrison': 1, 'osgiliath': 1, 'falls': 1, 'last': 1, 'defence': 1, 'city': 1, 'gone': 1})"
PIPPIN,white wizard thats got count something,THE RETURN OF THE KING,"Counter({'white': 1, 'wizard': 1, 'thats': 1, 'got': 1, 'count': 1, 'something': 1})"
PIPPIN,gandalf,THE RETURN OF THE KING,Counter({'gandalf': 1})
GANDALF,sauron yet show deadliest servant one lead mordors army war one say living man kill witch king angmar youve met stabbed frodo weathertop lord nazgl greatest nine,THE RETURN OF THE KING,"Counter({'one': 2, 'sauron': 1, 'yet': 1, 'show': 1, 'deadliest': 1, 'servant': 1, 'lead': 1, 'mordors': 1, 'army': 1, 'war': 1, 'say': 1, 'living': 1, 'man': 1, 'kill': 1, 'witch': 1, 'king': 1, 'angmar': 1, 'youve': 1, 'met': 1, 'stabbed': 1, 'frodo': 1, 'weathertop': 1, 'lord': 1, 'nazgl': 1, 'greatest': 1, 'nine': 1})"
GOLLUM,dead city nasty place full enemies,THE RETURN OF THE KING,"Counter({'dead': 1, 'city': 1, 'nasty': 1, 'place': 1, 'full': 1, 'enemies': 1})"
GOLLUM,quick quick see see,THE RETURN OF THE KING,"Counter({'quick': 2, 'see': 2})"
GOLLUM,come away come away look found way mordor,THE RETURN OF THE KING,"Counter({'come': 2, 'away': 2, 'look': 1, 'found': 1, 'way': 1, 'mordor': 1})"
GOLLUM,secret stair climb,THE RETURN OF THE KING,"Counter({'secret': 1, 'stair': 1, 'climb': 1})"
SAM,mr frodo,THE RETURN OF THE KING,"Counter({'mr': 1, 'frodo': 1})"
FRODO,theyre calling,THE RETURN OF THE KING,"Counter({'theyre': 1, 'calling': 1})"
FRODO,put fools put,THE FELLOWSHIP OF THE RING,"Counter({'put': 2, 'fools': 1})"
PIPPIN,well thats nice thats nice ash tomatoes,THE FELLOWSHIP OF THE RING,"Counter({'thats': 2, 'nice': 2, 'well': 1, 'ash': 1, 'tomatoes': 1})"
SAM,backl devils,THE FELLOWSHIP OF THE RING,"Counter({'backl': 1, 'devils': 1})"
FRODO,oh sam,THE FELLOWSHIP OF THE RING,"Counter({'oh': 1, 'sam': 1})"
SAM,strider help strider,THE FELLOWSHIP OF THE RING,"Counter({'strider': 2, 'help': 1})"
ARAGORN,hes stabbed morgul blade beyond skill heal needs elvish medicine,THE FELLOWSHIP OF THE RING,"Counter({'hes': 1, 'stabbed': 1, 'morgul': 1, 'blade': 1, 'beyond': 1, 'skill': 1, 'heal': 1, 'needs': 1, 'elvish': 1, 'medicine': 1})"
SAM,six days rivendell hell never make,THE FELLOWSHIP OF THE RING,"Counter({'six': 1, 'days': 1, 'rivendell': 1, 'hell': 1, 'never': 1, 'make': 1})"
ARAGORN,frodo frodo,THE FELLOWSHIP OF THE RING,Counter({'frodo': 2})
FRODO,gandalf,THE FELLOWSHIP OF THE RING,Counter({'gandalf': 1})
SAM,athelas,THE FELLOWSHIP OF THE RING,Counter({'athelas': 1})
ARAGORN,kingsfoil,THE FELLOWSHIP OF THE RING,Counter({'kingsfoil': 1})
SAM,kingsfoil aye weed,THE FELLOWSHIP OF THE RING,"Counter({'kingsfoil': 1, 'aye': 1, 'weed': 1})"
ARAGORN,may help slow poison hurry,THE FELLOWSHIP OF THE RING,"Counter({'may': 1, 'help': 1, 'slow': 1, 'poison': 1, 'hurry': 1})"
SAM,shes elf,THE FELLOWSHIP OF THE RING,"Counter({'shes': 1, 'elf': 1})"
ARAGORN,dartho guin perian rych le ad tolthathon,THE FELLOWSHIP OF THE RING,"Counter({'dartho': 1, 'guin': 1, 'perian': 1, 'rych': 1, 'le': 1, 'ad': 1, 'tolthathon': 1})"
ARAGORN,andelu ven,THE FELLOWSHIP OF THE RING,"Counter({'andelu': 1, 'ven': 1})"
THEODEN,tonight remember gave blood defend country,THE RETURN OF THE KING,"Counter({'tonight': 1, 'remember': 1, 'gave': 1, 'blood': 1, 'defend': 1, 'country': 1})"
THEODEN,hail victorious dead,THE RETURN OF THE KING,"Counter({'hail': 1, 'victorious': 1, 'dead': 1})"
FRODO,better,THE FELLOWSHIP OF THE RING,Counter({'better': 1})
GANDALF,ring feel power growing dont ive felt must careful evil drawn outside fellowship fear within,THE FELLOWSHIP OF THE RING,"Counter({'ring': 1, 'feel': 1, 'power': 1, 'growing': 1, 'dont': 1, 'ive': 1, 'felt': 1, 'must': 1, 'careful': 1, 'evil': 1, 'drawn': 1, 'outside': 1, 'fellowship': 1, 'fear': 1, 'within': 1})"
GANDALF,must trust trust strength,THE FELLOWSHIP OF THE RING,"Counter({'trust': 2, 'must': 1, 'strength': 1})"
GANDALF,many powers world good evil greater yet tested,THE FELLOWSHIP OF THE RING,"Counter({'many': 1, 'powers': 1, 'world': 1, 'good': 1, 'evil': 1, 'greater': 1, 'yet': 1, 'tested': 1})"
GIMLI,ah walls moria,THE FELLOWSHIP OF THE RING,"Counter({'ah': 1, 'walls': 1, 'moria': 1})"
GIMLI,dwarf doors invisible closed,THE FELLOWSHIP OF THE RING,"Counter({'dwarf': 1, 'doors': 1, 'invisible': 1, 'closed': 1})"
GANDALF,yes gimli masters cannot find secrets forgotten,THE FELLOWSHIP OF THE RING,"Counter({'yes': 1, 'gimli': 1, 'masters': 1, 'cannot': 1, 'find': 1, 'secrets': 1, 'forgotten': 1})"
GANDALF,reads doors durin lord moria speak friend enter,THE FELLOWSHIP OF THE RING,"Counter({'reads': 1, 'doors': 1, 'durin': 1, 'lord': 1, 'moria': 1, 'speak': 1, 'friend': 1, 'enter': 1})"
MERRY,suppose means,THE FELLOWSHIP OF THE RING,"Counter({'suppose': 1, 'means': 1})"
GANDALF,oh quite simple friend speak password doors open annon edhellen edro hi ammen,THE FELLOWSHIP OF THE RING,"Counter({'oh': 1, 'quite': 1, 'simple': 1, 'friend': 1, 'speak': 1, 'password': 1, 'doors': 1, 'open': 1, 'annon': 1, 'edhellen': 1, 'edro': 1, 'hi': 1, 'ammen': 1})"
GANDALF,fennas nogothrim lasto beth lammen,THE FELLOWSHIP OF THE RING,"Counter({'fennas': 1, 'nogothrim': 1, 'lasto': 1, 'beth': 1, 'lammen': 1})"
FRODO,theres promise makethat trust,THE TWO TOWERS,"Counter({'theres': 1, 'promise': 1, 'makethat': 1, 'trust': 1})"
GOLLUM,swearsto serve master precious swear onon preciousgollum gollum,THE TWO TOWERS,"Counter({'swearsto': 1, 'serve': 1, 'master': 1, 'precious': 1, 'swear': 1, 'onon': 1, 'preciousgollum': 1, 'gollum': 1})"
FRODO,ring treacherousit hold word,THE TWO TOWERS,"Counter({'ring': 1, 'treacherousit': 1, 'hold': 1, 'word': 1})"
GOLLUM,yeson preciouson precious,THE TWO TOWERS,"Counter({'yeson': 1, 'preciouson': 1, 'precious': 1})"
SAM,dont believe,THE TWO TOWERS,"Counter({'dont': 1, 'believe': 1})"
SAM,get said,THE TWO TOWERS,"Counter({'get': 1, 'said': 1})"
SAM,hes trying trick usif let go hell throttle usin sleep,THE TWO TOWERS,"Counter({'hes': 1, 'trying': 1, 'trick': 1, 'usif': 1, 'let': 1, 'go': 1, 'hell': 1, 'throttle': 1, 'usin': 1, 'sleep': 1})"
FRODO,know way mordor,THE TWO TOWERS,"Counter({'know': 1, 'way': 1, 'mordor': 1})"
FRODO,lead us black gate,THE TWO TOWERS,"Counter({'lead': 1, 'us': 1, 'black': 1, 'gate': 1})"
GOLLUM,wont go backnot himthey cant make us gollum gollum,THE TWO TOWERS,"Counter({'gollum': 2, 'wont': 1, 'go': 1, 'backnot': 1, 'himthey': 1, 'cant': 1, 'make': 1, 'us': 1})"
SAM,dont lose samwise gamgee dont mean,THE FELLOWSHIP OF THE RING,"Counter({'dont': 2, 'lose': 1, 'samwise': 1, 'gamgee': 1, 'mean': 1})"
FRODO,sam still shire could possibly happen,THE FELLOWSHIP OF THE RING,"Counter({'sam': 1, 'still': 1, 'shire': 1, 'could': 1, 'possibly': 1, 'happen': 1})"
PIPPIN,frodo merry frodo baggins,THE FELLOWSHIP OF THE RING,"Counter({'frodo': 2, 'merry': 1, 'baggins': 1})"
MERRY,hello frodo,THE FELLOWSHIP OF THE RING,"Counter({'hello': 1, 'frodo': 1})"
SAM,get frodo alright,THE FELLOWSHIP OF THE RING,"Counter({'get': 1, 'frodo': 1, 'alright': 1})"
FRODO,whats meaning,THE FELLOWSHIP OF THE RING,"Counter({'whats': 1, 'meaning': 1})"
SAM,youve farmer maggots crop,THE FELLOWSHIP OF THE RING,"Counter({'youve': 1, 'farmer': 1, 'maggots': 1, 'crop': 1})"
MERRY,dunno hes upset couple carrots,THE FELLOWSHIP OF THE RING,"Counter({'dunno': 1, 'hes': 1, 'upset': 1, 'couple': 1, 'carrots': 1})"
PIPPIN,cabbages bags potatoes lifted last week mushrooms week,THE FELLOWSHIP OF THE RING,"Counter({'week': 2, 'cabbages': 1, 'bags': 1, 'potatoes': 1, 'lifted': 1, 'last': 1, 'mushrooms': 1})"
PIPPIN,youve got arm argh youve got arm,THE FELLOWSHIP OF THE RING,"Counter({'youve': 2, 'got': 2, 'arm': 2, 'argh': 1})"
GIMLI,nothing whisp cloud,THE FELLOWSHIP OF THE RING,"Counter({'nothing': 1, 'whisp': 1, 'cloud': 1})"
ARAGORN,frodo take cover,THE FELLOWSHIP OF THE RING,"Counter({'frodo': 1, 'take': 1, 'cover': 1})"
GANDALF,spies saruman passage south watched must take pass caradhras,THE FELLOWSHIP OF THE RING,"Counter({'spies': 1, 'saruman': 1, 'passage': 1, 'south': 1, 'watched': 1, 'must': 1, 'take': 1, 'pass': 1, 'caradhras': 1})"
ARAGORN,boromir,THE FELLOWSHIP OF THE RING,Counter({'boromir': 1})
ARAGORN,boromir give ring frodo,THE FELLOWSHIP OF THE RING,"Counter({'boromir': 1, 'give': 1, 'ring': 1, 'frodo': 1})"
GANDALF,ash nazg durbatulk ash nazg gimbatul ash nazg thrakatulk agh burzumishi krimpatul,THE FELLOWSHIP OF THE RING,"Counter({'ash': 3, 'nazg': 3, 'durbatulk': 1, 'gimbatul': 1, 'thrakatulk': 1, 'agh': 1, 'burzumishi': 1, 'krimpatul': 1})"
GANDALF,ask pardon master elrond black speech mordor may yet heard every corner west ring altogether evil,THE FELLOWSHIP OF THE RING,"Counter({'ask': 1, 'pardon': 1, 'master': 1, 'elrond': 1, 'black': 1, 'speech': 1, 'mordor': 1, 'may': 1, 'yet': 1, 'heard': 1, 'every': 1, 'corner': 1, 'west': 1, 'ring': 1, 'altogether': 1, 'evil': 1})"
ARAGORN,cannot wield none us one ring answers sauron alone master,THE FELLOWSHIP OF THE RING,"Counter({'cannot': 1, 'wield': 1, 'none': 1, 'us': 1, 'one': 1, 'ring': 1, 'answers': 1, 'sauron': 1, 'alone': 1, 'master': 1})"
ARAGORN,havo dad legolas,THE FELLOWSHIP OF THE RING,"Counter({'havo': 1, 'dad': 1, 'legolas': 1})"
GANDALF,aragorn right cannot use,THE FELLOWSHIP OF THE RING,"Counter({'aragorn': 1, 'right': 1, 'cannot': 1, 'use': 1})"
GIMLI,waiting,THE FELLOWSHIP OF THE RING,Counter({'waiting': 1})
GIMLI,failed,THE TWO TOWERS,Counter({'failed': 1})
ARAGORN,hobbit lay hereand,THE TWO TOWERS,"Counter({'hobbit': 1, 'lay': 1, 'hereand': 1})"
ARAGORN,crawled hands bound,THE TWO TOWERS,"Counter({'crawled': 1, 'hands': 1, 'bound': 1})"
ARAGORN,bonds cut,THE TWO TOWERS,"Counter({'bonds': 1, 'cut': 1})"
ARAGORN,ran followed,THE TWO TOWERS,"Counter({'ran': 1, 'followed': 1})"
MERRY,belt run,THE TWO TOWERS,"Counter({'belt': 1, 'run': 1})"
ARAGORN,tracks lead away battle,THE TWO TOWERS,"Counter({'tracks': 1, 'lead': 1, 'away': 1, 'battle': 1})"
ARAGORN,fangorn forest,THE TWO TOWERS,"Counter({'fangorn': 1, 'forest': 1})"
GIMLI,fangornwhat madness drove,THE TWO TOWERS,"Counter({'fangornwhat': 1, 'madness': 1, 'drove': 1})"
GANDALF,theodenson thengeltoo long sat shadows,THE TWO TOWERS,"Counter({'theodenson': 1, 'thengeltoo': 1, 'long': 1, 'sat': 1, 'shadows': 1})"
GIMLI,would stay still,THE TWO TOWERS,"Counter({'would': 1, 'stay': 1, 'still': 1})"
GANDALF,hearken release youfrom spell,THE TWO TOWERS,"Counter({'hearken': 1, 'release': 1, 'youfrom': 1, 'spell': 1})"
THEODEN,power gandalf,THE TWO TOWERS,"Counter({'power': 1, 'gandalf': 1})"
GANDALF,draw saruman poison drawn wound,THE TWO TOWERS,"Counter({'draw': 1, 'saruman': 1, 'poison': 1, 'drawn': 1, 'wound': 1})"
THEODEN,go theoden dies,THE TWO TOWERS,"Counter({'go': 1, 'theoden': 1, 'dies': 1})"
GANDALF,kill meyou kill,THE TWO TOWERS,"Counter({'kill': 2, 'meyou': 1})"
THEODEN,rohan mine,THE TWO TOWERS,"Counter({'rohan': 1, 'mine': 1})"
THEODEN,know face eowyn eowyn gandalf,THE TWO TOWERS,"Counter({'eowyn': 2, 'know': 1, 'face': 1, 'gandalf': 1})"
GANDALF,breathe free air friend,THE TWO TOWERS,"Counter({'breathe': 1, 'free': 1, 'air': 1, 'friend': 1})"
THEODEN,dark dreams late,THE TWO TOWERS,"Counter({'dark': 1, 'dreams': 1, 'late': 1})"
